"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"LOC101929023","Unmatched","","","",""
"LOC101929034","Unmatched","","","",""
"LOC101929057","Unmatched","","","",""
"LOC101929058","Unmatched","","","",""
"LOC101929064","Unmatched","","","",""
"LOC101929066","Unmatched","","","",""
"LOC101929073","Unmatched","","","",""
"LOC101929076","Unmatched","","","",""
"LOC101929080","Unmatched","","","",""
"LOC101929084","Unmatched","","","",""
"LOC101929089","Unmatched","","","",""
"LOC101929095","Unmatched","","","",""
"LOC101929099","Unmatched","","","",""
"LOC101929106","Unmatched","","","",""
"LOC101929116","Unmatched","","","",""
"LOC101929122","Unmatched","","","",""
"LOC101929123","Unmatched","","","",""
"LOC101929124","Unmatched","","","",""
"LOC101929125","Unmatched","","","",""
"LOC101929128","Unmatched","","","",""
"LOC101929140","Unmatched","","","",""
"LOC101929144","Unmatched","","","",""
"LOC101929147","Unmatched","","","",""
"LOC101929148","Unmatched","","","",""
"LOC101929153","Unmatched","","","",""
"LOC101929154","Unmatched","","","",""
"LOC101929162","Unmatched","","","",""
"LOC101929164","Unmatched","","","",""
"LOC101929172","Unmatched","","","",""
"LOC101929181","Unmatched","","","",""
"LOC101929194","Unmatched","","","",""
"LOC101929199","Unmatched","","","",""
"LOC101929207","Unmatched","","","",""
"LOC101929210","Unmatched","","","",""
"LOC101929217","Unmatched","","","",""
"LOC101929224","Unmatched","","","",""
"LOC101929229","Unmatched","","","",""
"LOC101929231","Unmatched","","","",""
"LOC101929234","Unmatched","","","",""
"LOC101929237","Unmatched","","","",""
"LOC101929239","Unmatched","","","",""
"LOC101929241","Unmatched","","","",""
"LOC101929259","Unmatched","","","",""
"LOC101929260","Unmatched","","","",""
"LOC101929268","Unmatched","","","",""
"LOC101929279","Unmatched","","","",""
"LOC101929282","Unmatched","","","",""
"LOC101929284","Unmatched","","","",""
"LOC101929294","Unmatched","","","",""
"LOC101929295","Unmatched","","","",""
"LOC101929297","Unmatched","","","",""
"LOC101929312","Unmatched","","","",""
"LOC101929315","Unmatched","","","",""
"LOC101929319","Unmatched","","","",""
"LOC101929331","Unmatched","","","",""
"LOC101929337","Unmatched","","","",""
"LOC101929340","Unmatched","","","",""
"LOC101929353","Unmatched","","","",""
"LOC101929371","Unmatched","","","",""
"LOC101929372","Unmatched","","","",""
"LOC101929374","Unmatched","","","",""
"LOC101929378","Unmatched","","","",""
"LOC101929380","Unmatched","","","",""
"LOC101929384","Unmatched","","","",""
"LOC101929395","Unmatched","","","",""
"LOC101929406","Unmatched","","","",""
"LOC101929412","Unmatched","","","",""
"LOC101929413","Unmatched","","","",""
"LOC101929415","Unmatched","","","",""
"LOC101929420","Unmatched","","","",""
"LOC101929427","Unmatched","","","",""
"LOC101929431","Unmatched","","","",""
"LOC101929439","Unmatched","","","",""
"LOC101929441","Unmatched","","","",""
"LOC101929448","Unmatched","","","",""
"LOC101929450","Unmatched","","","",""
"LOC101929452","Unmatched","","","",""
"LOC101929454","Unmatched","","","",""
"LOC101929464","Unmatched","","","",""
"LOC101929468","Unmatched","","","",""
"LOC101929470","Unmatched","","","",""
"LOC101929473","Unmatched","","","",""
"LOC101929486","Unmatched","","","",""
"LOC101929488","Unmatched","","","",""
"LOC101929497","Unmatched","","","",""
"LOC101929504","Unmatched","","","",""
"LOC101929505","Unmatched","","","",""
"LOC101929512","Unmatched","","","",""
"LOC101929516","Unmatched","","","",""
"LOC101929517","Unmatched","","","",""
"LOC101929524","Unmatched","","","",""
"LOC101929526","Unmatched","","","",""
"LOC101929528","Unmatched","","","",""
"LOC101929529","Unmatched","","","",""
"LOC101929532","Unmatched","","","",""
"LOC101929541","Unmatched","","","",""
"LOC101929549","Unmatched","","","",""
"LOC101929550","Unmatched","","","",""
"LOC101929551","Unmatched","","","",""
"LOC101929555","Unmatched","","","",""
"LOC101929563","Unmatched","","","",""
"LOC101929565","Unmatched","","","",""
"LOC101929567","Unmatched","","","",""
"LOC101929570","Unmatched","","","",""
"LOC101929572","Unmatched","","","",""
"LOC101929574","Unmatched","","","",""
"LOC101929577","Unmatched","","","",""
"LOC101929579","Unmatched","","","",""
"LOC101929584","Unmatched","","","",""
"LOC101929586","Unmatched","","","",""
"LOC101929592","Unmatched","","","",""
"LOC101929595","Unmatched","","","",""
"LOC101929596","Unmatched","","","",""
"LOC101929607","Unmatched","","","",""
"LOC101929608","Unmatched","","","",""
"LOC101929613","Unmatched","","","",""
"LOC101929622","Unmatched","","","",""
"LOC101929625","Unmatched","","","",""
"LOC101929626","Unmatched","","","",""
"LOC101929631","Unmatched","","","",""
"LOC101929633","Unmatched","","","",""
"LOC101929645","Unmatched","","","",""
"LOC101929646","Unmatched","","","",""
"LOC101929653","Unmatched","","","",""
"LOC101929657","Unmatched","","","",""
"LOC101929660","Unmatched","","","",""
"LOC101929662","Unmatched","","","",""
"LOC101929679","Unmatched","","","",""
"LOC101929680","Unmatched","","","",""
"LOC101929681","Unmatched","","","",""
"LOC101929694","Unmatched","","","",""
"LOC101929696","Unmatched","","","",""
"LOC101929698","Unmatched","","","",""
"LOC101929705","Unmatched","","","",""
"LOC101929709","Unmatched","","","",""
"LOC101929710","Unmatched","","","",""
"LOC101929715","Unmatched","","","",""
"LOC101929717","Unmatched","","","",""
"LOC101929718","Unmatched","","","",""
"LOC101929719","Unmatched","","","",""
"LOC101929721","Unmatched","","","",""
"LOC101929723","Unmatched","","","",""
"LOC101929733","Unmatched","","","",""
"LOC101929741","Unmatched","","","",""
"LOC101929753","Unmatched","","","",""
"LOC101929754","Unmatched","","","",""
"LOC101929762","Unmatched","","","",""
"LOC101929767","Unmatched","","","",""
"LOC101929771","Unmatched","","","",""
"LOC101929829","Unmatched","","","",""
"LOC101929897","Unmatched","","","",""
"LOC101929983","Unmatched","","","",""
"LOC101930010","Unmatched","","","",""
"LOC101930071","Unmatched","","","",""
"LOC101930452","Unmatched","","","",""
"LOC102031319","Unmatched","","","",""
"LOC102467079","Unmatched","","","",""
"LOC102467080","Unmatched","","","",""
"LOC102467081","Unmatched","","","",""
"LOC102467147","Unmatched","","","",""
"LOC102467212","Unmatched","","","",""
"LOC102467213","Unmatched","","","",""
"LOC102467214","Unmatched","","","",""
"LOC102467216","Unmatched","","","",""
"LOC102467217","Unmatched","","","",""
"LOC102467222","Unmatched","","","",""
"LOC102467223","Unmatched","","","",""
"LOC102467224","Unmatched","","","",""
"LOC102467225","Unmatched","","","",""
"LOC102467226","Unmatched","","","",""
"LOC102467655","Unmatched","","","",""
"LOC102477328","Unmatched","","","",""
"LOC102503427","Unmatched","","","",""
"LOC102546226","Unmatched","","","",""
"LOC102546228","Unmatched","","","",""
"LOC102546229","Unmatched","","","",""
"LOC102546294","Unmatched","","","",""
"LOC102546298","Unmatched","","","",""
"LOC102546299","Unmatched","","","",""
"LOC102577426","Unmatched","","","",""
"LOC102606465","Unmatched","","","",""
"LOC102606466","Unmatched","","","",""
"LOC102723330","Unmatched","","","",""
"LOC102723344","Unmatched","","","",""
"LOC102723354","Unmatched","","","",""
"LOC102723362","Unmatched","","","",""
"LOC102723373","Unmatched","","","",""
"LOC102723376","Unmatched","","","",""
"LOC102723377","Unmatched","","","",""
"LOC102723385","Unmatched","","","",""
"LOC102723427","Unmatched","","","",""
"LOC102723439","Unmatched","","","",""
"LOC102723448","Unmatched","","","",""
"LOC102723505","Unmatched","","","",""
"LOC102723517","Unmatched","","","",""
"LOC102723544","Unmatched","","","",""
"LOC102723582","Unmatched","","","",""
"LOC102723604","Unmatched","","","",""
"LOC102723617","Unmatched","","","",""
"LOC102723649","Unmatched","","","",""
"LOC102723661","Unmatched","","","",""
"LOC102723701","Unmatched","","","",""
"LOC102723703","Unmatched","","","",""
"LOC102723704","Unmatched","","","",""
"LOC102723709","Unmatched","","","",""
"LOC102723729","Unmatched","","","",""
"LOC102723766","Unmatched","","","",""
"LOC102723769","Unmatched","","","",""
"LOC102723778","Unmatched","","","",""
"LOC102723780","Unmatched","","","",""
"LOC102723809","Unmatched","","","",""
"LOC102723824","Unmatched","","","",""
"LOC102723828","Unmatched","","","",""
"LOC102723831","Unmatched","","","",""
"LOC102723833","Unmatched","","","",""
"LOC102723854","Unmatched","","","",""
"LOC102723883","Unmatched","","","",""
"LOC102723885","Unmatched","","","",""
"LOC102723895","Unmatched","","","",""
"LOC102723927","Unmatched","","","",""
"LOC102723968","Unmatched","","","",""
"LOC102724000","Unmatched","","","",""
"LOC102724009","Unmatched","","","",""
"LOC102724020","Unmatched","","","",""
"LOC102724034","Unmatched","","","",""
"LOC102724050","Unmatched","","","",""
"LOC102724053","Unmatched","","","",""
"LOC102724058","Unmatched","","","",""
"LOC102724084","Unmatched","","","",""
"LOC102724094","Unmatched","","","",""
"LOC102724096","Unmatched","","","",""
"LOC102724153","Unmatched","","","",""
"LOC102724163","Unmatched","","","",""
"LOC102724188","Unmatched","","","",""
"LOC102724190","Unmatched","","","",""
"LOC102724201","Unmatched","","","",""
"LOC102724238","Unmatched","","","",""
"LOC102724279","Unmatched","","","",""
"LOC102724297","Unmatched","","","",""
"LOC102724301","Unmatched","","","",""
"LOC102724312","Unmatched","","","",""
"LOC102724321","Unmatched","","","",""
"LOC102724323","Unmatched","","","",""
"LOC102724421","Unmatched","","","",""
"LOC102724434","Unmatched","","","",""
"LOC102724450","Unmatched","","","",""
"LOC102724467","Unmatched","","","",""
"LOC102724484","Unmatched","","","",""
"LOC102724511","Unmatched","","","",""
"LOC102724539","Unmatched","","","",""
"LOC102724552","Unmatched","","","",""
"LOC102724555","Unmatched","","","",""
"LOC102724589","Unmatched","","","",""
"LOC102724596","Unmatched","","","",""
"LOC102724601","Unmatched","","","",""
"LOC102724604","Unmatched","","","",""
"LOC102724612","Unmatched","","","",""
"LOC102724623","Unmatched","","","",""
"LOC102724651","Unmatched","","","",""
"LOC102724659","Unmatched","","","",""
"LOC102724661","Unmatched","","","",""
"LOC102724663","Unmatched","","","",""
"LOC102724691","Unmatched","","","",""
"LOC102724699","Unmatched","","","",""
"LOC102724710","Unmatched","","","",""
"LOC102724719","Unmatched","","","",""
"LOC102724776","Unmatched","","","",""
"LOC102724784","Unmatched","","","",""
"LOC102724804","Unmatched","","","",""
"LOC102724814","Unmatched","","","",""
"LOC102724849","Unmatched","","","",""
"LOC102724874","Unmatched","","","",""
"LOC102724890","Unmatched","","","",""
"LOC102724913","Unmatched","","","",""
"LOC102724919","Unmatched","","","",""
"LOC102724927","Unmatched","","","",""
"LOC102724933","Unmatched","","","",""
"LOC102724957","Unmatched","","","",""
"LOC102724958","Unmatched","","","",""
"LOC102725079","Unmatched","","","",""
"LOC102800447","Unmatched","","","",""
"LOC103021295","Unmatched","","","",""
"LOC103021296","Unmatched","","","",""
"LOC103091866","Unmatched","","","",""
"LOC103171574","Unmatched","","","",""
"LOC103191607","Unmatched","","","",""
"LOC103312105","Unmatched","","","",""
"LOC103344931","Unmatched","","","",""
"LOC103352541","Unmatched","","","",""
"LOC103611081","Unmatched","","","",""
"LOC103908605","Unmatched","","","",""
"LOC104054148","Unmatched","","","",""
"LOC104613533","Unmatched","","","",""
"LOC104968399","Unmatched","","","",""
"LOC105274304","Unmatched","","","",""
"LOC105370306","Unmatched","","","",""
"LOC105372441","Unmatched","","","",""
"LOC105372795","Unmatched","","","",""
"LOC105373300","Unmatched","","","",""
"LOC105373383","Unmatched","","","",""
"LOC105373609","Unmatched","","","",""
"LOC105375734","Unmatched","","","",""
"LOC105376360","Unmatched","","","",""
"LOC105376671","Unmatched","","","",""
"LOC105377348","Unmatched","","","",""
"LOC105378732","Unmatched","","","",""
"LOC105447645","Unmatched","","","",""
"LOC105447648","Unmatched","","","",""
"LOC105616981","Unmatched","","","",""
"LOC105667213","Unmatched","","","",""
"LOC105747689","Unmatched","","","",""
"LOC105748977","Unmatched","","","",""
"LOC105755953","Unmatched","","","",""
"LOC106099130","Unmatched","","","",""
"LOC113230","Unmatched","","","",""
"LOC115110","Unmatched","","","",""
"LOC143666","Unmatched","","","",""
"LOC145474","Unmatched","","","",""
"LOC145783","Unmatched","","","",""
"LOC145845","Unmatched","","","",""
"LOC146513","Unmatched","","","",""
"LOC146880","Alias symbol","ARHGAP27P1","Rho GTPase activating protein 27 pseudogene 1","HGNC:28630","17q24.1"
"LOC148413","Unmatched","","","",""
"LOC148696","Unmatched","","","",""
"LOC148709","Unmatched","","","",""
"LOC149373","Unmatched","","","",""
"LOC149684","Unmatched","","","",""
"LOC149950","Unmatched","","","",""
"LOC150776","Unmatched","","","",""
"LOC150935","Unmatched","","","",""
"LOC151121","Unmatched","","","",""
"LOC151174","Unmatched","","","",""
"LOC151475","Unmatched","","","",""
"LOC151484","Unmatched","","","",""
"LOC152225","Unmatched","","","",""
"LOC152578","Alias symbol","LINC01618","long intergenic non-protein coding RNA 1618","HGNC:27195","4q12"
"LOC153684","Unmatched","","","",""
"LOC153910","Unmatched","","","",""
"LOC154449","Unmatched","","","",""
"LOC154761","Unmatched","","","",""
"LOC155060","Unmatched","","","",""
"LOC157273","Unmatched","","","",""
"LOC158434","Unmatched","","","",""
"LOC158435","Unmatched","","","",""
"LOC171391","Unmatched","","","",""
"LOC1720","Unmatched","","","",""
"LOC200726","Unmatched","","","",""
"LOC200772","Unmatched","","","",""
"LOC202181","Unmatched","","","",""
"LOC220729","Unmatched","","","",""
"LOC221122","Unmatched","","","",""
"LOC221946","Unmatched","","","",""
"LOC253573","Unmatched","","","",""
"LOC254028","Unmatched","","","",""
"LOC254896","Unmatched","","","",""
"LOC255187","Unmatched","","","",""
"LOC255654","Unmatched","","","",""
"LOC256880","Unmatched","","","",""
"LOC257396","Unmatched","","","",""
"LOC283038","Unmatched","","","",""
"LOC283045","Unmatched","","","",""
"LOC283140","Unmatched","","","",""
"LOC283177","Alias symbol","B3GAT1-DT","B3GAT1 divergent transcript","HGNC:27449","11q25"
"LOC283194","Unmatched","","","",""
"LOC283214","Unmatched","","","",""
"LOC283299","Unmatched","","","",""
"LOC283332","Unmatched","","","",""
"LOC283335","Unmatched","","","",""
"LOC283352","Alias symbol","TMEM132D-AS1","TMEM132D antisense RNA 1","HGNC:27466","12q24.33"
"LOC283440","Unmatched","","","",""
"LOC283575","Unmatched","","","",""
"LOC283585","Alias symbol","LINC01148","long intergenic non-protein coding RNA 1148","HGNC:27507","14q31.3"
"LOC283683","Unmatched","","","",""
"LOC283710","Unmatched","","","",""
"LOC283731","Unmatched","","","",""
"LOC283788","Unmatched","","","",""
"LOC283856","Unmatched","","","",""
"LOC283922","Unmatched","","","",""
"LOC284009","Unmatched","","","",""
"LOC284023","Unmatched","","","",""
"LOC284080","Unmatched","","","",""
"LOC284294","Unmatched","","","",""
"LOC284344","Unmatched","","","",""
"LOC284379","Unmatched","","","",""
"LOC284395","Unmatched","","","",""
"LOC284412","Unmatched","","","",""
"LOC284454","Alias symbol","MIR23AHG","miR-23a/27a/24-2 cluster host gene","HGNC:27620","19p13.12"
"LOC284578","Unmatched","","","",""
"LOC284581","Unmatched","","","",""
"LOC284632","Unmatched","","","",""
"LOC284648","Unmatched","","","",""
"LOC284661","Unmatched","","","",""
"LOC284788","Unmatched","","","",""
"LOC284798","Unmatched","","","",""
"LOC284825","Unmatched","","","",""
"LOC284865","Unmatched","","","",""
"LOC284930","Unmatched","","","",""
"LOC284933","Unmatched","","","",""
"LOC284950","Unmatched","","","",""
"LOC285000","Unmatched","","","",""
"LOC285043","Unmatched","","","",""
"LOC285074","Unmatched","","","",""
"LOC285484","Unmatched","","","",""
"LOC285593","Unmatched","","","",""
"LOC285626","Unmatched","","","",""
"LOC285627","Unmatched","","","",""
"LOC285629","Unmatched","","","",""
"LOC285692","Unmatched","","","",""
"LOC285696","Alias symbol","BASP1-AS1","BASP1 antisense RNA 1","HGNC:26609","5p15.1"
"LOC285740","Unmatched","","","",""
"LOC285762","Unmatched","","","",""
"LOC285766","Unmatched","","","",""
"LOC285768","Unmatched","","","",""
"LOC285804","Unmatched","","","",""
"LOC285819","Unmatched","","","",""
"LOC285847","Unmatched","","","",""
"LOC285889","Unmatched","","","",""
"LOC286059","Unmatched","","","",""
